Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 60.0.3112.113,Input address road,2560-09-10 15:41:16,2560-09-10 15:41:16,0.335s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input province,2560-09-10 15:41:16,2560-09-10 15:41:18,2.233s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input district,2560-09-10 15:41:18,2560-09-10 15:41:19,0.725s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input subdistrict,2560-09-10 15:41:19,2560-09-10 15:41:20,0.414s,PASSED
setText,Chrome 60.0.3112.113,Input address zipcode,2560-09-10 15:41:20,2560-09-10 15:41:20,0.271s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input status educational work,2560-09-10 15:41:20,2560-09-10 15:41:20,0.294s,PASSED
setText,Chrome 60.0.3112.113,Input address all,2560-09-10 15:41:20,2560-09-10 15:41:20,0.291s,PASSED
setText,Chrome 60.0.3112.113,Input phone,2560-09-10 15:41:20,2560-09-10 15:41:21,0.281s,PASSED
setText,Chrome 60.0.3112.113,Input cell phone,2560-09-10 15:41:21,2560-09-10 15:41:21,0.294s,PASSED
setText,Chrome 60.0.3112.113,Input fax,2560-09-10 15:41:21,2560-09-10 15:41:21,0.315s,PASSED
click,Chrome 60.0.3112.113,Click submit button,2560-09-10 15:41:21,2560-09-10 15:41:25,3.471s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2560-09-10 15:41:25,2560-09-10 15:41:25,0.025s,PASSED
Statement - registerMessage = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Register_Page/message_REGISTER_COMPLETE)),Chrome 60.0.3112.113,Check the message when registration is complete,2560-09-10 15:41:25,2560-09-10 15:41:25,0.083s,PASSED
verifyMatch,Chrome 60.0.3112.113,,2560-09-10 15:41:25,2560-09-10 15:41:25,0.002s,PASSED
click,Chrome 60.0.3112.113,Click to register Page,2560-09-10 15:41:25,2560-09-10 15:41:25,0.639s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2560-09-10 15:41:25,2560-09-10 15:41:26,0.018s,PASSED
setText,Chrome 60.0.3112.113,Input username,2560-09-10 15:41:26,2560-09-10 15:41:26,0.433s,PASSED
setText,Chrome 60.0.3112.113,Input password,2560-09-10 15:41:26,2560-09-10 15:41:26,0.305s,PASSED
setText,Chrome 60.0.3112.113,Input confirmat password,2560-09-10 15:41:26,2560-09-10 15:41:27,0.259s,PASSED
setText,Chrome 60.0.3112.113,Input name,2560-09-10 15:41:27,2560-09-10 15:41:27,0.262s,PASSED
setText,Chrome 60.0.3112.113,Input lastName,2560-09-10 15:41:27,2560-09-10 15:41:27,0.239s,PASSED
setText,Chrome 60.0.3112.113,Input en name,2560-09-10 15:41:27,2560-09-10 15:41:27,0.302s,PASSED
setText,Chrome 60.0.3112.113,Input en lastName,2560-09-10 15:41:27,2560-09-10 15:41:28,0.282s,PASSED
setText,Chrome 60.0.3112.113,Input idcard,2560-09-10 15:41:28,2560-09-10 15:41:28,0.250s,PASSED
setText,Chrome 60.0.3112.113,Input birthday,2560-09-10 15:41:28,2560-09-10 15:41:28,0.390s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input religion,2560-09-10 15:41:28,2560-09-10 15:41:29,0.303s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input educational,2560-09-10 15:41:29,2560-09-10 15:41:29,0.300s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input career,2560-09-10 15:41:29,2560-09-10 15:41:29,0.364s,PASSED
setText,Chrome 60.0.3112.113,Input address no,2560-09-10 15:41:29,2560-09-10 15:41:30,0.333s,PASSED
setText,Chrome 60.0.3112.113,Input address moo,2560-09-10 15:41:30,2560-09-10 15:41:30,0.219s,PASSED
setText,Chrome 60.0.3112.113,Input address road,2560-09-10 15:41:30,2560-09-10 15:41:30,0.306s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input province,2560-09-10 15:41:30,2560-09-10 15:41:32,2.143s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input district,2560-09-10 15:41:32,2560-09-10 15:41:33,0.779s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input subdistrict,2560-09-10 15:41:33,2560-09-10 15:41:33,0.390s,PASSED
setText,Chrome 60.0.3112.113,Input address zipcode,2560-09-10 15:41:33,2560-09-10 15:41:34,0.276s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,Input status educational work,2560-09-10 15:41:34,2560-09-10 15:41:34,0.396s,PASSED
setText,Chrome 60.0.3112.113,Input address all,2560-09-10 15:41:34,2560-09-10 15:41:34,0.352s,PASSED
setText,Chrome 60.0.3112.113,Input phone,2560-09-10 15:41:34,2560-09-10 15:41:35,0.375s,PASSED
setText,Chrome 60.0.3112.113,Input cell phone,2560-09-10 15:41:35,2560-09-10 15:41:35,0.318s,PASSED
setText,Chrome 60.0.3112.113,Input fax,2560-09-10 15:41:35,2560-09-10 15:41:35,0.287s,PASSED
click,Chrome 60.0.3112.113,Click submit button,2560-09-10 15:41:35,2560-09-10 15:41:36,0.951s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2560-09-10 15:41:36,2560-09-10 15:41:36,0.036s,PASSED
Statement - alreadyIdCardMessage = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Check_Validate_Register/vaildate_message_Already_IdCard)),Chrome 60.0.3112.113,Check the message already id card,2560-09-10 15:41:36,2560-09-10 15:41:36,0.113s,PASSED
verifyMatch,Chrome 60.0.3112.113,,2560-09-10 15:41:36,2560-09-10 15:41:36,0.001s,PASSED
Statement - alreadyEmailMessage = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Check_Validate_Register/vaildate_message_Already_Email)),Chrome 60.0.3112.113,Check the message already email,2560-09-10 15:41:36,2560-09-10 15:41:37,0.120s,PASSED
verifyMatch,Chrome 60.0.3112.113,,2560-09-10 15:41:37,2560-09-10 15:41:37,0.002s,PASSED
closeBrowser,Chrome 60.0.3112.113,Close browser,2560-09-10 15:41:37,2560-09-10 15:41:38,1.080s,PASSED
